slNo,cust_id,cust_score,days_in_cart,purchase_hist,gender,rating,purchase
819,2319,76,47,1,male,1,1
820,2320,65,57,0,male,5,1
821,2321,29,48,0,male,5,0
822,2322,20,45,1,male,1,1
823,2323,96,42,1,male,5,1
824,2324,32,31,1,female,1,0
825,2325,43,28,1,female,3,0
826,2326,78,46,0,female,5,1
827,2327,84,1,1,female,5,1
828,2328,26,21,1,male,5,1
829,2329,68,35,1,male,5,0
830,2330,26,20,0,male,1,0
831,2331,40,27,0,male,5,1
832,2332,25,26,1,male,0,0
833,2333,66,24,0,female,4,0
834,2334,26,21,0,male,0,0
835,2335,9,55,1,female,0,0
836,2336,94,52,1,male,1,1
837,2337,85,6,0,female,2,1
838,2338,98,27,0,male,2,1
839,2339,62,18,0,male,5,1
840,2340,44,9,0,male,0,1
841,2341,12,23,1,female,0,0
842,2342,12,53,1,female,0,0
843,2343,73,36,1,male,1,0
844,2344,85,58,0,female,3,1
845,2345,48,52,0,male,1,0
846,2346,2,17,0,female,1,0
847,2347,75,22,1,female,5,0
848,2348,34,54,1,female,2,0
849,2349,32,55,1,female,4,0
850,2350,37,36,0,male,2,1
851,2351,11,8,1,female,0,0
852,2352,32,19,0,male,2,1
853,2353,26,24,1,female,3,0
854,2354,30,15,1,male,0,1
855,2355,59,60,1,female,4,1
856,2356,63,19,0,male,2,0
857,2357,19,42,1,female,2,0
858,2358,49,22,0,female,3,1
859,2359,42,42,0,male,0,0
860,2360,3,41,0,female,1,0
861,2361,49,5,0,female,3,0
862,2362,67,4,0,male,5,1
863,2363,39,55,1,male,5,1
864,2364,56,20,0,male,2,1
865,2365,13,32,0,female,2,0
866,2366,19,55,1,female,5,1
867,2367,21,45,1,female,4,1
868,2368,50,58,1,male,0,1
869,2369,12,22,1,female,0,0
870,2370,54,37,0,female,4,1
871,2371,94,45,1,male,5,1
872,2372,66,34,0,female,4,0
873,2373,59,44,0,male,0,1
874,2374,20,4,1,male,3,1
875,2375,97,22,0,female,2,1
876,2376,73,16,0,male,0,1
877,2377,34,7,0,female,4,1
878,2378,21,44,1,female,0,0
879,2379,29,15,1,male,0,0
880,2380,99,22,0,female,5,1
881,2381,47,16,0,male,3,0
882,2382,87,26,0,male,0,1
883,2383,41,10,1,female,5,0
884,2384,67,33,0,female,2,1
885,2385,22,55,1,female,5,0
886,2386,56,39,0,female,3,1
887,2387,96,7,0,female,3,1
888,2388,38,28,0,female,2,1
889,2389,74,12,1,female,2,1
890,2390,9,17,0,female,0,0
891,2391,59,23,0,female,1,1
892,2392,64,22,1,female,4,0
893,2393,74,47,1,female,0,1
894,2394,80,19,1,female,5,1
895,2395,18,39,0,female,2,0
896,2396,78,29,1,male,3,1
897,2397,42,21,1,male,0,0
898,2398,6,34,1,male,3,0
899,2399,92,57,0,male,2,1
900,2400,8,27,1,male,2,0
901,2401,13,42,1,male,5,1
902,2402,86,10,1,female,0,1
903,2403,61,20,0,female,2,0
904,2404,69,28,0,male,5,1
905,2405,85,27,1,male,4,1
906,2406,65,23,0,female,3,1
907,2407,22,14,0,male,2,1
908,2408,58,50,1,female,4,0
909,2409,9,14,0,male,2,0
910,2410,64,36,1,female,1,1
911,2411,35,19,1,female,0,0
912,2412,13,7,1,female,2,0
913,2413,56,56,1,male,5,1
914,2414,5,60,1,female,2,0
915,2415,94,30,0,male,4,1
916,2416,84,51,1,male,5,1
917,2417,80,46,0,female,3,0
918,2418,17,32,1,male,5,1
919,2419,55,52,0,male,1,1
920,2420,54,23,1,male,3,1
921,2421,91,29,1,male,4,1
922,2422,86,5,1,male,4,1
923,2423,37,6,0,male,0,0
924,2424,92,25,0,female,3,1
925,2425,2,53,0,male,0,0
926,2426,76,29,0,male,2,0
927,2427,10,18,1,male,0,0
928,2428,11,21,0,female,0,0
929,2429,39,23,0,female,1,1
930,2430,61,20,1,female,3,1
931,2431,71,59,1,female,5,0
932,2432,44,48,1,male,2,0
933,2433,5,6,1,female,4,1
934,2434,58,34,0,female,5,1
935,2435,7,46,0,male,2,0
936,2436,42,19,1,female,5,0
937,2437,45,15,0,female,2,0
938,2438,15,3,1,male,2,0
939,2439,46,46,1,male,1,1
940,2440,59,13,0,female,1,1
941,2441,54,19,0,male,0,0
942,2442,1,6,0,male,1,0
943,2443,58,2,0,female,4,1
944,2444,98,52,0,female,5,1
945,2445,60,53,0,female,5,0
946,2446,74,15,0,female,4,1
947,2447,91,38,0,male,2,1
948,2448,74,24,0,male,1,0
949,2449,30,22,0,female,4,1
950,2450,37,11,0,male,2,1
951,2451,78,6,1,male,4,0
952,2452,39,46,1,male,2,1
953,2453,44,30,1,male,2,1
954,2454,14,1,0,male,5,1
955,2455,97,9,0,male,0,1
956,2456,3,12,1,male,2,0
957,2457,43,32,0,female,4,0
958,2458,94,35,1,female,3,1
959,2459,8,46,0,male,1,0
960,2460,26,50,1,male,5,0
961,2461,79,48,1,male,2,0
962,2462,54,17,1,male,3,1
963,2463,54,60,1,female,2,0
964,2464,63,21,0,male,3,1
965,2465,61,36,0,female,1,1
966,2466,72,24,0,female,4,0
967,2467,97,8,1,female,5,1
968,2468,76,15,1,male,2,1
969,2469,66,56,1,male,4,1
970,2470,28,2,0,male,2,1
971,2471,42,22,1,female,3,1
972,2472,51,43,0,male,0,0
973,2473,35,47,1,female,3,0
974,2474,79,31,1,male,2,1
975,2475,36,38,0,female,4,1
976,2476,44,37,0,female,1,1
977,2477,39,27,0,female,3,1
978,2478,38,7,1,male,1,0
979,2479,81,50,0,female,3,1
980,2480,88,55,0,male,4,1
981,2481,47,31,0,male,1,0
982,2482,94,49,0,male,0,1
983,2483,48,21,1,male,0,0
984,2484,40,60,0,male,0,1
985,2485,68,57,1,female,3,1
986,2486,22,6,0,male,0,1
987,2487,76,43,1,male,5,0
988,2488,29,12,1,female,3,1
989,2489,33,37,0,male,2,1
990,2490,5,1,0,male,4,1
991,2491,59,8,1,male,5,1
992,2492,79,39,1,male,5,1
993,2493,98,48,1,female,5,1
994,2494,29,44,0,male,2,1
995,2495,84,27,0,male,2,1
996,2496,80,10,0,female,3,1
997,2497,92,15,0,female,3,1
998,2498,8,18,1,female,1,0
999,2499,4,6,0,female,2,0
1000,2500,20,17,0,female,2,0
1001,2501,87,2,0,male,0,1
1002,2502,97,26,0,female,5,1
1003,2503,3,4,1,male,0,0
1004,2504,95,20,1,female,3,1
1005,2505,38,26,0,male,5,1
1006,2506,83,48,1,female,3,1
1007,2507,97,48,1,female,3,1
1008,2508,84,39,0,female,5,1
1009,2509,3,33,0,male,3,1
1010,2510,37,59,1,female,4,1
1011,2511,36,6,1,female,3,0
1012,2512,29,44,1,female,2,0
1013,2513,17,42,0,female,2,0
1014,2514,56,20,1,female,1,0
1015,2515,24,6,1,female,0,0
1016,2516,86,14,1,female,0,1
1017,2517,45,7,0,male,5,1
1018,2518,98,24,1,female,0,1
1019,2519,50,4,1,male,5,1
1020,2520,88,14,1,male,2,1
1021,2521,33,20,0,female,0,0
1022,2522,60,11,0,female,2,0
1023,2523,93,45,0,male,5,1
1024,2524,54,2,0,female,4,1
1025,2525,63,47,0,male,4,1
1026,2526,28,5,0,female,5,1
1027,2527,60,54,1,female,2,0
1028,2528,55,22,1,male,2,1
1029,2529,10,26,1,male,0,0
1030,2530,63,48,0,female,1,0
1031,2531,89,38,0,male,4,1
1032,2532,84,22,1,male,3,1
1033,2533,9,56,0,female,5,1
1034,2534,89,31,0,male,1,1
1035,2535,87,35,1,female,2,1
1036,2536,95,4,0,male,2,1
1037,2537,44,57,0,female,3,0
1038,2538,90,46,1,male,0,1
1039,2539,60,32,1,female,4,1
1040,2540,40,33,0,male,0,0
1041,2541,86,1,0,female,2,1
1042,2542,12,19,0,male,4,1
1043,2543,50,15,0,female,0,0
1044,2544,13,37,1,female,1,0
1045,2545,48,30,1,male,3,0
1046,2546,96,4,0,male,4,1
1047,2547,7,27,1,female,2,0
1048,2548,87,7,0,male,0,1
1049,2549,29,47,1,female,0,1
1050,2550,32,27,0,female,0,1
1051,2551,6,53,1,female,0,0
1052,2552,45,49,1,female,5,0
1053,2553,17,43,0,male,0,0
1054,2554,92,19,0,female,4,1
1055,2555,28,18,1,female,2,0
1056,2556,80,12,0,female,1,1
1057,2557,80,7,0,female,3,1
1058,2558,47,54,0,male,0,1
1059,2559,87,29,0,female,2,1
1060,2560,55,23,1,male,3,1
1061,2561,8,49,0,male,2,0
1062,2562,71,23,1,male,0,1
1063,2563,70,35,1,male,5,0
1064,2564,33,25,0,male,5,1
1065,2565,37,1,0,female,4,1
1066,2566,55,20,0,female,2,1
1067,2567,8,42,0,male,2,0
1068,2568,22,2,0,female,0,1
1069,2569,76,22,1,male,5,1
1070,2570,80,16,1,female,2,0
1071,2571,1,16,1,female,1,0
1072,2572,84,14,1,male,1,1
1073,2573,37,22,1,female,4,1
1074,2574,58,25,0,male,2,1
1075,2575,25,19,0,female,0,1
1076,2576,56,56,1,female,2,0
1077,2577,81,25,0,female,4,1
1078,2578,73,54,1,male,1,1
1079,2579,4,41,1,female,1,0
1080,2580,28,44,0,female,0,1
1081,2581,68,47,1,male,4,0
1082,2582,58,35,0,female,2,1
1083,2583,40,42,1,female,1,0
1084,2584,76,4,0,female,3,0
1085,2585,72,48,1,male,4,0
1086,2586,13,35,1,male,4,0
1087,2587,27,11,1,male,5,0
1088,2588,98,46,0,female,5,1
1089,2589,93,10,0,male,0,1
1090,2590,97,6,0,male,5,1
1091,2591,45,51,1,female,0,0
1092,2592,59,4,1,female,1,1
1093,2593,28,37,0,female,5,0
1094,2594,15,26,0,male,3,0
1095,2595,11,44,0,female,5,1
1096,2596,40,35,1,female,5,0
1097,2597,58,45,1,female,0,0
1098,2598,86,47,1,male,2,1
1099,2599,86,43,0,male,0,1
1100,2600,35,41,1,male,5,0
1101,2601,67,53,1,male,3,1
1102,2602,5,34,1,female,5,0
1103,2603,5,36,0,female,4,1
1104,2604,74,6,1,female,1,1
1105,2605,5,59,1,male,0,0
1106,2606,56,56,1,female,0,1
1107,2607,43,26,1,female,1,0
1108,2608,48,16,1,male,0,0
1109,2609,28,14,1,male,0,1
1110,2610,16,14,0,female,3,1
1111,2611,12,15,1,male,0,0
1112,2612,58,15,0,female,3,0
1113,2613,100,29,0,female,2,1
1114,2614,97,16,1,male,2,1
1115,2615,77,7,0,female,3,1
1116,2616,84,50,1,male,4,1
1117,2617,7,54,0,female,2,0
1118,2618,9,5,0,male,0,0
1119,2619,88,58,1,female,3,1
1120,2620,23,9,1,male,3,1
1121,2621,29,39,1,male,1,1
1122,2622,17,54,1,female,4,0
1123,2623,95,39,1,male,4,1
1124,2624,59,29,1,female,4,1
1125,2625,52,59,1,female,0,0
1126,2626,10,36,1,female,0,0
1127,2627,55,13,0,male,5,1
1128,2628,93,34,0,female,4,1
1129,2629,74,36,0,male,2,1
1130,2630,32,9,0,female,2,1
1131,2631,58,29,1,male,2,0
1132,2632,97,41,0,male,3,1
1133,2633,67,31,0,male,3,0
1134,2634,26,29,1,male,2,1
1135,2635,52,14,0,female,0,1
1136,2636,83,37,0,male,4,1
1137,2637,29,1,0,male,5,0
1138,2638,86,57,1,male,3,1
1139,2639,29,32,1,female,0,0
1140,2640,4,55,1,male,3,1
1141,2641,52,52,1,female,0,0
1142,2642,60,27,1,male,5,1
1143,2643,70,8,1,male,1,0
1144,2644,10,37,0,male,0,0
1145,2645,76,36,1,male,1,0
1146,2646,37,36,1,female,2,0
1147,2647,94,23,0,female,5,1
1148,2648,59,55,0,male,4,0
1149,2649,44,37,1,female,4,0
1150,2650,23,52,0,female,1,0
1151,2651,99,57,0,female,1,1
1152,2652,71,42,0,male,4,1
1153,2653,71,35,1,female,2,0
1154,2654,40,60,0,female,5,0
1155,2655,99,60,1,female,3,1
1156,2656,79,42,0,male,1,0
1157,2657,62,38,0,male,4,1
1158,2658,14,43,0,male,0,0
1159,2659,47,1,0,male,1,1
1160,2660,74,36,1,female,0,1
1161,2661,66,28,0,female,3,0
1162,2662,67,29,1,male,2,1
1163,2663,53,18,1,male,0,1
1164,2664,40,58,0,male,4,1
1165,2665,31,47,1,male,3,1
1166,2666,52,59,1,female,0,1
1167,2667,43,42,1,female,1,1
1168,2668,51,14,0,male,3,1
1169,2669,5,10,0,male,1,0
1170,2670,5,36,0,female,1,0
1171,2671,21,13,0,male,5,0
1172,2672,7,1,1,female,0,0
1173,2673,25,41,1,female,3,1
1174,2674,3,4,1,female,3,0
1175,2675,29,49,0,female,5,1
1176,2676,30,2,1,male,5,0
1177,2677,48,29,1,female,1,1
1178,2678,9,53,1,male,0,0
1179,2679,62,1,1,male,4,0
1180,2680,77,8,1,male,5,1
1181,2681,41,55,1,male,0,1
1182,2682,47,10,1,male,4,1
1183,2683,5,36,1,male,4,1
1184,2684,45,12,0,male,3,1
1185,2685,88,20,1,female,2,1
1186,2686,57,47,1,female,1,1
1187,2687,74,35,1,female,4,1
1188,2688,89,46,0,male,3,1
1189,2689,5,31,1,male,0,0
1190,2690,2,30,0,female,0,0
1191,2691,99,15,1,male,0,1
1192,2692,98,3,0,female,1,1
1193,2693,60,25,0,female,5,1
1194,2694,38,9,0,male,5,1
1195,2695,94,14,1,male,4,1
1196,2696,62,1,1,female,3,1
1197,2697,5,6,1,male,4,0
1198,2698,48,22,0,male,1,1
1199,2699,95,34,0,male,4,1
1200,2700,98,53,1,male,1,1
1201,2701,68,56,0,female,1,1
1202,2702,69,45,0,male,5,1
1203,2703,2,46,0,female,2,0
1204,2704,46,51,0,female,2,0
1205,2705,46,52,0,female,4,0
1206,2706,29,59,1,male,2,0
1207,2707,81,24,1,female,3,1
1208,2708,86,6,1,female,3,1
1209,2709,9,55,0,female,4,1
1210,2710,45,24,1,male,2,0
1211,2711,16,35,1,male,2,0
1212,2712,63,51,1,male,5,1
1213,2713,89,20,1,male,1,1
1214,2714,48,45,1,female,0,0
1215,2715,32,31,0,male,3,0
1216,2716,85,46,0,male,0,1
1217,2717,78,44,1,male,2,0
1218,2718,39,2,0,male,4,0
1219,2719,1,34,0,female,4,0
1220,2720,74,36,0,male,2,0
1221,2721,7,16,1,female,4,0
1222,2722,37,52,1,female,5,1
1223,2723,76,28,0,male,1,0
1224,2724,30,52,0,female,3,1
1225,2725,21,31,0,female,2,0
1226,2726,93,13,1,female,4,1
1227,2727,88,51,0,female,3,1
1228,2728,84,46,1,female,2,1
1229,2729,72,25,1,male,0,1
1230,2730,12,24,1,male,0,0
1231,2731,20,44,1,female,1,0
1232,2732,56,22,0,female,3,0
1233,2733,74,2,0,female,3,0
1234,2734,44,35,1,female,3,1
1235,2735,54,32,0,male,1,1
1236,2736,16,8,1,female,4,1
1237,2737,73,14,1,male,0,0
1238,2738,94,41,0,female,3,1
1239,2739,93,30,1,female,2,1
1240,2740,46,55,0,female,3,1
1241,2741,63,46,0,male,2,0
1242,2742,45,37,1,male,0,1
1243,2743,43,2,1,male,1,1
1244,2744,36,55,0,female,4,0
1245,2745,58,42,1,male,5,1
1246,2746,4,51,0,male,4,1
1247,2747,45,54,1,male,0,1
1248,2748,51,20,0,female,5,1
1249,2749,3,40,1,male,5,0
1250,2750,73,28,0,female,2,1
1251,2751,64,12,1,female,0,1
1252,2752,70,52,1,female,1,0
1253,2753,5,41,1,male,2,0
1254,2754,13,53,0,male,0,0
1255,2755,36,25,0,female,2,0
1256,2756,45,56,0,female,3,1
1257,2757,13,13,0,female,3,1
1258,2758,18,29,1,female,4,0
1259,2759,9,51,1,male,2,0
1260,2760,81,24,1,male,2,1
1261,2761,2,53,1,male,2,0
1262,2762,84,32,0,male,0,1
1263,2763,5,29,1,male,0,0
1264,2764,43,5,1,male,5,0
1265,2765,59,43,0,male,3,0
1266,2766,10,27,0,male,0,0
1267,2767,10,21,1,female,0,0
1268,2768,34,9,1,male,0,1
1269,2769,99,30,1,male,1,1
1270,2770,4,24,1,female,2,0
1271,2771,64,30,1,male,3,0
1272,2772,59,28,0,female,3,1
1273,2773,83,25,0,male,1,1
1274,2774,43,18,1,female,2,0
1275,2775,60,13,0,male,0,0
1276,2776,15,25,0,female,4,1
1277,2777,52,30,1,male,5,0
1278,2778,41,44,1,female,1,1
1279,2779,56,20,0,male,2,0
1280,2780,71,9,0,male,1,0
1281,2781,65,3,1,female,5,1
1282,2782,67,5,0,female,3,1
1283,2783,91,53,1,male,4,1
1284,2784,84,59,1,female,0,1
1285,2785,10,32,1,female,4,1
1286,2786,78,13,1,female,3,1
1287,2787,1,30,1,male,3,0
1288,2788,70,5,1,male,1,1
1289,2789,24,9,0,male,0,0
1290,2790,57,57,0,female,2,0
1291,2791,44,15,1,male,3,1
1292,2792,4,3,1,male,1,0
1293,2793,8,49,0,male,3,1
1294,2794,40,23,1,male,1,1
1295,2795,52,21,1,male,4,0
1296,2796,86,14,0,male,2,1
1297,2797,25,11,1,male,3,0
1298,2798,80,57,1,female,3,0
1299,2799,82,13,1,male,5,1
1300,2800,79,25,0,male,1,0
1301,2801,46,58,0,female,2,0
1302,2802,91,46,0,female,1,1
1303,2803,65,35,1,male,3,1
1304,2804,69,9,0,female,2,1
1305,2805,34,46,1,female,0,0
1306,2806,24,57,1,male,2,1
1307,2807,11,56,0,male,2,0
1308,2808,87,12,0,male,2,1
1309,2809,16,54,0,female,3,1
1310,2810,96,36,0,female,0,1
1311,2811,83,32,1,female,4,1
1312,2812,96,59,1,female,5,1
1313,2813,43,43,1,female,2,1
1314,2814,24,20,0,male,2,0
1315,2815,36,23,1,female,1,0
1316,2816,56,6,1,male,5,1
1317,2817,61,29,1,female,3,1
1318,2818,2,10,1,female,3,0
1319,2819,77,58,0,female,4,0
1320,2820,29,57,1,male,3,1
1321,2821,82,29,1,female,0,1
1322,2822,37,58,0,male,3,1
1323,2823,42,32,0,female,2,1
1324,2824,69,6,0,female,3,1
1325,2825,75,59,1,female,1,1
1326,2826,31,8,1,male,2,1
1327,2827,81,14,0,male,5,1
1328,2828,9,27,1,female,0,0
1329,2829,7,5,0,male,3,0
1330,2830,14,19,1,female,4,1
1331,2831,54,46,1,male,1,1
1332,2832,90,15,0,female,5,1
1333,2833,74,55,1,male,5,1
1334,2834,95,50,1,female,1,1
1335,2835,10,43,1,female,5,0
1336,2836,62,31,0,female,3,0
1337,2837,62,8,1,female,5,1
1338,2838,100,53,0,male,5,1
1339,2839,95,37,0,female,0,1
1340,2840,23,5,0,female,4,1
1341,2841,84,35,1,female,1,1
1342,2842,16,56,1,male,1,0
1343,2843,58,60,1,female,2,0
1344,2844,72,54,1,female,4,1
1345,2845,30,46,1,male,5,0
1346,2846,6,48,0,female,3,0
1347,2847,70,8,0,male,2,0
1348,2848,19,41,0,female,1,0
1349,2849,38,30,1,female,1,1
1350,2850,71,40,0,female,4,1
1351,2851,76,44,0,male,4,0
1352,2852,22,15,0,female,5,1
1353,2853,90,57,1,female,3,1
1354,2854,6,1,1,male,4,0
1355,2855,25,34,0,female,5,0
1356,2856,9,19,0,female,0,0
1357,2857,53,53,0,female,2,1
1358,2858,96,53,1,male,1,1
1359,2859,49,10,0,female,0,1
1360,2860,97,21,1,female,2,1
1361,2861,35,25,0,female,4,1
1362,2862,6,13,0,male,1,0
1363,2863,11,32,0,female,3,1
1364,2864,57,43,0,male,1,1
1365,2865,73,51,0,male,3,0
1366,2866,48,36,0,male,2,0
1367,2867,64,15,0,male,3,0
1368,2868,48,7,0,female,3,1
1369,2869,8,16,0,male,1,0
1370,2870,82,51,0,male,5,1
1371,2871,97,48,1,female,5,1
1372,2872,7,50,0,female,0,0
1373,2873,76,15,1,female,4,0
1374,2874,37,36,0,female,4,0
1375,2875,60,41,1,female,1,1
1376,2876,15,17,1,female,1,0
1377,2877,88,41,1,female,1,1
1378,2878,68,38,0,male,1,0
1379,2879,59,51,1,male,4,1
1380,2880,82,35,1,female,4,1
1381,2881,59,34,0,female,4,0
1382,2882,20,20,1,male,3,1
1383,2883,64,3,1,female,4,0
1384,2884,91,5,0,male,3,1
1385,2885,27,51,1,female,3,0
1386,2886,62,57,0,male,4,0
1387,2887,20,3,1,female,3,1
1388,2888,6,20,1,male,0,0
1389,2889,33,45,0,female,2,1
1390,2890,73,45,0,female,1,1
1391,2891,75,37,0,male,2,1
1392,2892,85,30,0,female,3,1
1393,2893,35,33,0,female,0,1
1394,2894,61,55,0,male,0,0
1395,2895,1,41,1,female,5,1
1396,2896,24,21,0,male,5,1
1397,2897,52,46,1,female,3,0
1398,2898,2,7,0,female,3,0
1399,2899,61,22,0,female,2,1
1400,2900,45,38,0,female,1,1
1401,2901,25,34,0,male,3,0
1402,2902,90,12,1,female,4,1
1403,2903,81,56,1,male,2,1
1404,2904,24,37,0,male,5,0
1405,2905,51,22,1,female,5,0
1406,2906,86,56,0,male,2,1
1407,2907,28,57,0,female,3,0
1408,2908,56,9,0,male,2,1
1409,2909,69,43,0,female,1,1
1410,2910,63,26,0,female,3,0
1411,2911,80,47,0,male,3,0
1412,2912,16,37,0,male,4,0
1413,2913,84,59,0,female,2,1
1414,2914,88,58,0,female,0,1
1415,2915,55,25,0,female,1,0
1416,2916,81,37,1,female,4,1
1417,2917,70,30,0,female,3,1
1418,2918,87,57,0,male,4,1
1419,2919,78,57,0,male,1,1
1420,2920,10,42,1,male,5,0
1421,2921,95,22,1,male,4,1
1422,2922,100,21,0,male,3,1
1423,2923,4,47,1,female,4,1
1424,2924,17,5,1,male,3,0
1425,2925,28,5,0,male,3,0
1426,2926,52,44,0,male,2,0
1427,2927,73,32,1,male,5,0
1428,2928,64,46,1,female,5,0
1429,2929,74,42,0,male,3,1
1430,2930,47,25,0,female,5,0
1431,2931,91,7,0,male,3,1
1432,2932,34,31,1,male,1,0
1433,2933,83,56,0,male,4,1
1434,2934,34,8,0,male,1,1
1435,2935,38,19,1,female,3,0
1436,2936,69,15,1,male,4,0
1437,2937,80,40,0,female,5,1
1438,2938,66,17,1,male,0,1
1439,2939,6,59,0,female,5,1
1440,2940,98,46,0,male,5,1
1441,2941,12,57,1,female,0,0
1442,2942,9,24,0,male,3,1
1443,2943,60,57,0,female,0,1
1444,2944,47,25,0,female,4,0
1445,2945,64,39,0,female,4,0
1446,2946,64,50,1,male,0,1
1447,2947,49,20,1,male,5,1
1448,2948,8,4,1,male,1,0
1449,2949,71,60,1,male,3,1
1450,2950,83,19,1,female,2,1
1451,2951,87,48,0,male,4,1
1452,2952,29,39,0,female,5,1
1453,2953,21,60,0,male,1,0
1454,2954,30,24,0,male,0,0
1455,2955,26,7,1,female,1,1
1456,2956,18,50,0,male,2,0
1457,2957,13,5,1,male,0,0
1458,2958,13,47,0,male,4,1
1459,2959,49,49,1,female,2,0
1460,2960,18,6,1,female,5,1
1461,2961,98,47,0,male,0,1
1462,2962,85,55,1,female,0,1
1463,2963,19,17,0,male,2,0
1464,2964,87,20,1,female,1,1
1465,2965,23,36,0,female,1,1
1466,2966,40,27,0,male,0,0
1467,2967,59,9,1,female,2,0
1468,2968,64,59,1,female,0,0
1469,2969,76,15,1,male,2,1
1470,2970,47,57,1,male,5,1
1471,2971,86,20,0,female,2,1
1472,2972,23,51,0,female,5,0
1473,2973,32,53,0,male,5,1
1474,2974,98,42,0,male,1,1
1475,2975,89,55,1,male,3,1
1476,2976,4,10,1,female,3,1
1477,2977,86,8,0,male,0,1
1478,2978,44,17,0,female,2,0
1479,2979,65,20,1,female,3,1
1480,2980,8,8,0,male,0,0
1481,2981,1,5,1,female,5,0
1482,2982,58,2,0,male,0,1
1483,2983,25,17,1,female,2,0
1484,2984,96,43,0,female,3,1
1485,2985,16,4,0,male,4,1
1486,2986,8,50,1,female,3,1
1487,2987,10,41,0,male,5,0
1488,2988,22,23,1,male,5,0
1489,2989,59,26,1,female,5,1
1490,2990,27,36,0,male,0,1
1491,2991,94,42,0,male,4,1
1492,2992,45,10,1,female,0,0
1493,2993,42,38,1,female,2,1
1494,2994,49,16,1,female,3,1
1495,2995,58,20,0,male,0,1
1496,2996,4,31,1,male,4,1
1497,2997,86,9,1,female,3,1
1498,2998,67,44,1,male,4,1
1499,2999,23,57,1,male,3,1
1500,3000,53,47,0,male,4,1
1501,3001,18,17,0,male,1,0
1502,3002,9,2,1,male,0,0
1503,3003,38,30,0,female,0,1
1504,3004,5,33,1,male,5,1
1505,3005,85,48,1,female,0,1
1506,3006,57,28,0,male,3,1
1507,3007,2,26,1,female,2,0
1508,3008,49,34,1,male,2,1
1509,3009,78,52,0,male,2,1
1510,3010,83,60,1,male,5,1
1511,3011,56,3,0,female,1,0
1512,3012,79,40,0,female,5,1
1513,3013,49,32,0,female,0,1
1514,3014,23,29,1,female,2,1
1515,3015,18,40,0,female,1,0
1516,3016,6,2,1,female,3,0
1517,3017,20,4,1,female,0,0
1518,3018,56,30,0,male,5,1
1519,3019,44,15,1,female,1,1
1520,3020,95,41,0,male,0,1
1521,3021,70,37,0,male,5,1
1522,3022,49,10,1,male,2,0
1523,3023,97,3,0,male,4,1
1524,3024,58,3,1,male,2,1
1525,3025,71,54,0,male,4,1
1526,3026,31,58,0,male,2,0
1527,3027,18,37,0,male,5,1
1528,3028,64,38,1,female,2,0
1529,3029,62,54,1,male,4,1
1530,3030,7,4,1,female,5,1
1531,3031,50,55,1,male,4,1
1532,3032,9,41,1,male,1,0
1533,3033,78,17,0,male,0,1
1534,3034,98,6,0,female,5,1
1535,3035,77,5,1,male,4,0
1536,3036,25,49,0,male,1,0
1537,3037,96,28,0,male,5,1
1538,3038,68,6,1,female,5,1
1539,3039,23,28,0,female,3,1
1540,3040,36,49,1,male,2,1
1541,3041,32,29,0,female,2,0
1542,3042,35,24,0,male,4,0
1543,3043,68,11,1,female,2,0
1544,3044,31,47,0,female,3,0
1545,3045,10,57,0,female,3,0
1546,3046,86,23,0,female,4,1
1547,3047,24,27,1,male,1,0
1548,3048,21,20,1,male,3,1
1549,3049,77,32,0,male,5,1
1550,3050,3,11,0,female,5,1
1551,3051,37,19,1,male,2,1
1552,3052,85,33,1,female,4,1
1553,3053,6,15,1,male,1,0
1554,3054,32,45,0,male,3,1
1555,3055,12,54,0,male,3,1
1556,3056,73,25,1,male,4,1
1557,3057,1,19,0,female,0,0
1558,3058,82,21,0,female,2,1
1559,3059,60,34,0,female,0,0
1560,3060,44,52,0,female,3,1
1561,3061,1,14,0,male,2,0
1562,3062,70,17,0,female,2,0
1563,3063,6,9,1,female,0,0
1564,3064,96,51,0,male,3,1
1565,3065,100,33,0,male,2,1
1566,3066,86,39,1,female,2,1
1567,3067,83,46,0,male,5,1
1568,3068,69,13,1,male,5,1
1569,3069,48,11,1,female,4,1
1570,3070,9,35,1,male,4,0
1571,3071,9,25,0,male,0,0
1572,3072,20,52,0,male,3,0
1573,3073,18,3,0,female,3,0
1574,3074,75,25,0,male,3,0
1575,3075,39,21,0,male,1,1
1576,3076,17,14,1,male,5,0
1577,3077,52,36,1,male,4,1
1578,3078,82,33,0,male,3,1
1579,3079,2,46,1,male,2,0
1580,3080,93,52,0,male,0,1
1581,3081,46,39,1,female,5,1
1582,3082,29,18,1,male,1,1
1583,3083,100,49,1,female,1,1
1584,3084,6,19,1,male,4,0
1585,3085,91,23,0,female,1,1
1586,3086,28,17,1,female,5,1
1587,3087,97,41,0,female,1,1
1588,3088,11,19,1,female,3,0
1589,3089,11,34,0,male,1,0
1590,3090,71,44,1,female,3,0
1591,3091,18,38,1,female,2,0
1592,3092,76,13,1,male,2,1
1593,3093,20,35,1,male,5,1
1594,3094,33,8,0,male,3,1
1595,3095,10,28,1,male,4,0
1596,3096,28,56,0,male,5,0
1597,3097,20,43,0,male,1,0
1598,3098,85,48,1,female,1,1
1599,3099,60,7,1,female,5,1
1600,3100,49,50,0,male,2,1
1601,3101,8,45,1,female,5,0
1602,3102,91,44,1,female,4,1
